X,Y,OBJECTID,COLS_KEY,LSN,POI_NAME,POI_TYPE,POI_SOURCE,PRIMARY_USE,ALT_GEOM,PHONE_NUM,GLOBALID,WEBSITE,OB_GYN,PEDIATRICS,PRIMARY_CARE,SUTQ_RATING,SNAP,WIC
1789493.93837821,712238.448419139,20416552,1585590,5131 W BEACON HILL RD,OhioHealth Gastroenterology,Medical - Physician,,N,Y,6145441891,{96C2A9FD-1F57-47A0-9E7A-A05CD09A208F},,,,,,,
1853584.44405521,721671.506324649,20416553,1274129,420 N JAMES RD,Chalmers P Wylie Women Veterans Health Care,Medical - Women's Health,,N,Y,614-257-5602,{A58B40A9-D165-4F36-B43F-02051582DA62},https://www.columbus.va.gov/services/women.asp,,,,,,
1794374.50473255,699987.043131977,20416554,910694,1585 GEORGESVILLE SQUARE DR,Little Clinic,Medical - Clinic,,N,Y,6154254287,{FA88EF08-CE03-4AB9-B4E1-BEA7CDBF7E34},,,,,,,
1789710.25126581,711740.592131391,20416555,1466998,5100 W BROAD ST,Riverside Radiology,Medical - Other,,N,Y,6143847188,{3EC00F4A-E5E0-44DE-AC7D-8890923EA4C7},,,,,,,
1789592.88601497,712201.333992064,20416556,1585590,5131 W BEACON HILL RD,OhioHealth Heart & Vascular,Medical - Physician,,N,Y,6145442576,{D88C237B-85C9-4A3B-9465-96C81281814D},,,,,,,
1789632.92989814,712240.606223226,20416557,1585590,5131 W BEACON HILL RD,OhioHealth Surgical Specialists,Medical - Physician,,N,Y,6145441880,{8C9275E4-F20E-4447-A757-A41EB3904C60},,,,,,,
1862710.26930746,697296.29490456,20416558,1256284,4485 REFUGEE RD,Little Clinic,Medical - Clinic,,N,Y,6145453919,{B8CCC2EA-F78E-4A74-9CF5-08A5A2757117},,,,,,,Y
1818959.35484096,729168.724269807,20416559,1346489,2050 KENNY RD,James at Martha Morehouse Medical Center,Medical - Physician,,N,Y,6142933885,{7BB009DF-B4EB-4969-B675-2B355DC9251A},,,,Y,,,
1869282.99041396,748409.84982948,20416560,1412332,5175 MORSE RD,Stonybrook Medical Center,Medical - Physician,,N,Y,6143663687,{72252EFD-DD04-437A-A5C6-D7BC34F3B343},,,,,,,
1860204.89899014,714985.254933387,20416561,,561 S YEARLING RD,Nationwide Children's Whitehall Primary Care Center,Medical - Physician,,Y,N,614-355-9800,{FBDEC748-8330-4A2F-B3BC-B0FBEA8A69AC},https://www.nationwidechildrens.org/locations/primary-care-locations,N,Y,N,,,
1860157.13760272,715004.396627396,20416562,99999,561 S YEARLING RD,Whitehall Primary Care WIC,Medical - Women's Health,,N,Y,614-355-9816,{A6777E5A-2810-4BDF-B1F6-A0A3F3A07EDA},http://www.wicprograms.org/li/whitehall_primary_care_wic_43213,,,,,,
1822641.61322448,713314.850137725,20416563,440286,745 W STATE ST,Columbus Cardiology Care Llc,Medical - Physician,,N,Y,6142242282,{1FC7354D-D956-48BF-A132-E744F0655D2C},,,,,,,
1842232.17968631,762755.17218864,20416564,972801,5929 CLEVELAND AVE,Integrative Pediatrics of Ohio,Medical - Physician,,N,Y,6142454750,{BCBA420B-5C08-4097-81E0-C917D91384DA},,,,,,,
1833846.18924047,714063.893259063,20416565,1176684,240 PARSONS AVE,Sexual Health Clinic,Medical - Physician,,N,Y,6146457772,{3B38A813-9E9B-403C-BFAC-4004F4C1F3A6},,,,,,,
1872483.77895989,720439.5609539,20416566,404771,6001 E BROAD ST,Pathology Associates Inc,Medical - Other,,N,Y,6142346700,{AA7DADD1-85D7-416B-969F-E7C9F2D4EDC7},,,,,,,
1833382.56910472,715953.209362313,20416567,641711,700 E BROAD ST,Digestive Associates,Medical - Physician,,N,Y,6144581183,{50CDE709-56ED-4EF5-8A1C-5233172EAC42},,,,,,,
1842280.20780547,763226.959958971,20416568,1286774,6011 CLEVELAND AVE Unit 200B,Trust Medical Services,Medical - Physician,,N,Y,614-566-9777,{BCE7DB21-4131-4A86-8A2E-AC651391303F},,,,,,,
1875693.35817064,706460.624016806,20416569,419973,6100 CHANNINGWAY BLVD,Gateway Healthcare Svc Llc,Medical - Other,,N,Y,6140001111,{BFED52C9-A459-4856-9DEF-E9FDF6594424},,,,,,,
1823760.9252903,774663.192991972,20416570,1099710,170 NORTH WOODS BLVD,Central Oh Breast-Endocrine,Medical - Physician,,N,Y,6145471770,{0C94CF0C-AFAB-4924-8BD0-29C89B145A47},,,,,,,
1824330.48025355,773635.719981313,20416571,162159,7811 FLINT RD,Mid Ohio Neurological Svc Inc,Medical - Physician,,N,Y,6144332000,{04576C9C-C906-4417-9EEA-4888933EF080},,,,,,,
1823320.19651297,774758.768916309,20416572,643029,8080 RAVINES EDGE CT,Optimed Management Inc,Medical - Other,,N,Y,6144303030,{69511837-167E-4F4D-9A1A-EC550AF08D6A},,,,,,,
1801366.22106406,753431.591098309,20416573,588572,2975 DONNYLANE BLVD,Pro-Health Svc LLC,Medical - Other,,N,Y,6144422600,{D6EA0ED6-0908-45E9-9139-218A68FFC8AB},,,,,,,
1831686.61941263,781524.779334396,20416574,304810,1120 POLARIS PKWY,Polaris Highfield MRI,Medical - Other,,N,Y,6144309600,{7A06F19D-18A1-4B12-B980-0E0C4FC34C45},,,,,,,
1838770.43825021,780741.53516598,20416575,323204,2001 POLARIS PKWY,University Pathology Service,Medical - Research/Laboratory,,N,Y,6142933882,{3EA4C1B5-1B77-4587-8058-8DC60EA0378F},,,,,,,
1819430.48283572,740308.384077057,20416576,640949,3555 OLENTANGY RIVER RD,Pediatrix Medical Group,Medical - Physician,,N,Y,6145664731,{93CBD968-ACBC-432F-A0DA-7EA18663AA43},,,Y,,,,
1830479.63166913,714508.965531647,20416577,763334,285 E STATE ST,Grant Medical Education,Education - Other,,N,Y,6145669108,{62FB885A-8DD7-481C-9EB8-57B7B1A3656F},https://www.ohiohealth.com/medical-education/,,,,,,
1828830.13299964,715263.11330156,20416578,487006,88 E BROAD ST,Right to Life Society-Columbus,Medical - Women's Health,,N,Y,6144458508,{24AA8AD9-A63A-4C7A-AF8D-A0C16F0D77EB},,,,,,,
1830823.44659831,714248.915198728,20416579,924558,340 E TOWN ST,Ohiohealth Heart Lung-Vascular,Medical - Physician,,N,Y,6145667370,{69FEFBE5-11D2-41B6-A956-B884B1A4C564},,,,,,,
1794471.27684872,711962.553629726,20416580,1381702,4488 W BROAD ST,Mid Ohio Oral Surgery Inc,Medical - Physician,,N,Y,6148787778,{3D67FDC9-471D-40D4-A28C-52C5AD88C7E6},,,,,,,
1871472.15171805,720666.213715807,20416581,999673,5965 E BROAD ST,Allergies & Asthma Inc,Medical - Physician,,N,Y,6148642736,{F9858D7A-1933-4AFA-8551-9D7C1D137DB9},,,,,,,
1822727.02315864,726202.130793557,20416582,1298380,480 MEDICAL CENTER DR,Davis Outpatient Care,Medical - Physician,,N,Y,6142938000,{35543CF9-2490-4E84-8436-864900BE7AD7},,,,,,,
1822753.44075672,726163.769977897,20416583,1298380,480 MEDICAL CENTER DR,Ohio State Center for Neuromodulation,Medical - Research/Laboratory,,N,Y,855-255-0550,{CB460615-399A-4037-916D-1B9168B68D4C},https://wexnermedical.osu.edu/locations-and-parking/center-for-neuromodulation?utm_source ,,,,,,
1821915.09925756,720984.671740308,20416584,1242307,915 OLENTANGY RIVER RD,OSU Urology,Medical - Physician,,N,Y,614-293-8155,{EC511F5B-0789-4FCE-B4FB-41034D0E6640},https://wexnermedical.osu.edu/urology,,,,,,
1809010.96168005,748785.244419888,20416585,9027671,1885 W HENDERSON RD,Minute Clinic,Medical - Clinic,,N,Y,614-451-6555,{06EDAEDF-BA7E-494C-B5C7-248BAC95FA42},,,,,,,
1859305.06844072,735844.61938256,20416586,1361516,60 STYGLER RD N,Minute Clinic,Medical - Clinic,,N,Y,6144752014,{68AD7CA1-33A1-48E9-BF18-EB54E6D4D998},,,,,,,
1833624.61816131,716963.811015651,20416587,1239538,748 E LONG ST,Equitas Health King-Lincoln Medical Center,Medical - Physician,,N,Y,614-300-2334,{E35B38A1-CDDC-4439-8501-EC4307121BBA},kinglincolnmedical.com,,,,,,
1823007.21649589,747845.864080817,20416588,482799,4400 N HIGH ST,Equitas Health Clintonville,Medical - Physician,,N,Y,614-299-2437,{C75D243E-C865-4F42-8A5B-A8D88D221AA3},,,,,,,
1876780.26774222,723120.035579816,20416589,1261933,99 N BRICE RD,Columbus Sleep Consultants,Medical - Physician,,N,Y,6148668200,{3ABD7543-77A2-4E3E-A647-2320CF4E527D},,,,,,,
1818476.07529572,740125.734179899,20416590,647505,3525 OLENTANGY RIVER RD,Women Physicians in OB/GYN,Medical - Physician,,N,Y,614-734-3347,{311F22F8-2490-447A-BB60-BC8B5285D912},https://www.wpiobgyn.com/contact-us.html,Y,,,,,
1871741.14691497,720264.900213972,20416591,459336,5969 E BROAD ST,Canyon Medical Center,Medical - Physician,,N,Y,6148646010,{BE918F4D-BFEA-46E3-AF46-65F958FB3395},"www,canyonmc.com",,Y,Y,,,
1811351.52130339,735971.969849646,20416592,1400062,1800 ZOLLINGER RD,OSU Family Medicine,Medical - Physician,,N,Y,614-293-7417,{56FA0DCE-4E05-481E-8E8D-FD7770CF3EFE},,,,Y,,,
1830900.06816421,714551.757440805,20416593,835092,111 S GRANT AVE,OhioHealth Maternal Fetal Medicine -Stempel MD,Medical - Physician,,N,Y,614-566-9184,{87F2C5F7-CABE-4407-982B-1F25E527D80C},https://www.ohiohealth.com/ohiohealth-physician-group/ohiohealth-obstetrics-gynecology-physicians/ohiohealth-maternal-fetal-medicine-physicians-grant/,Y,,,,,
1830819.92035864,714613.779298395,20416594,835092,111 S GRANT AVE,Columbus Radiology,Medical - Research/Laboratory,,N,Y,6145669231,{8BE50E29-77DD-4FF2-81CD-F8367DE1F08F},,,,,,,
1812633.75266281,737484.606260061,20416595,1369134,3230 NORTHWEST BLVD,Professionals for Women Health,Medical - Physician,,N,Y,614-457-6461,{9F49E261-1D62-4F5C-8241-E1B9D0089F0D},,Y,,,,,
1818420.25913438,750815.640949637,20416596,1320525,4895 OLENTANGY RIVER RD,Central Ohio Primary Care,Medical - Physician,,N,Y,6144572802,{A94123BB-94F0-4C47-AF6E-0AC967D305E4},copcp.com,,,Y,,,
1876121.01577988,721427.850315899,20416597,1188536,6499 E BROAD ST,Ohio ENT,Medical - Physician,,N,Y,6145017569,{80A5FF93-111D-4948-837D-F7228ED8A575},,,,,,,
1796924.33854364,704688.589503139,20416598,998521,4310 CLIME RD,Ohio ENT & Allergy Physicians,Medical - Physician,,N,Y,6142754300,{83E6ADBA-1C23-4451-B82E-2EB7FA92B91E},,,,,,,
1838807.67603664,780828.931972817,20416599,323204,2001 POLARIS PKWY,Clinical Cancer Genetics Program,Medical - Other,,N,Y,614-293-6694,{169F4243-8B0D-4C70-9985-411A13D4BE96},,,,,,,
1835130.86449264,718448.440920398,20416600,125731,977 MT VERNON AVE,Bilal Ibn Rabah Center,Public Places - House of Worship,CHAN1626020,Y,Y,,{34C4ECFE-AE74-4795-BDBF-8462D5DC6949},,,,,,,
1822427.06083205,709477.506106392,20416601,1172007,595 VAN BUREN DR,Freedom A La Cart,Retail - Restaurant,Restaurant DB,N,Y,6149923252,{E23E1A17-1B6F-4608-8E09-89F821958F99},,,,,,,
1841241.97234914,717033.49624373,20416602,,1776 E BROAD ST,Volunteers of America,Office - Non-Profit,,Y,N,614-251-7610,{80AA03A0-475A-45DE-9B67-974825877F33},,,,,,,
1824408.45942831,771823.334826559,20416603,420962,1 E CAMPUS VIEW BLVD,Subway ,Retail - Restaurant,Restaurant DB,N,Y,6148467821,{97958D27-1C43-4170-A18D-517219F2E5F2},,,,,,,
1824465.84645264,771861.412506312,20416604,420962,1 E CAMPUS VIEW BLVD,Firouzian Dentistry,Medical - Dental,,N,Y,6148485001,{9EE71836-CA69-47F2-9C8D-D7A266A8D6BE},,,,,,,
1824448.07220997,771775.433675647,20416605,420962,1 E CAMPUS VIEW BLVD,J Gilbert's Wood Fired Steaks,Retail - Restaurant,,N,Y,6148409090,{D2EBE2CF-44E4-4AD3-A7FC-350ADB4482A7},,,,,,,
1824561.13891298,771785.383786976,20416606,420962,1 E CAMPUS VIEW BLVD,Neuro Rehab Inc,Medical - Other,,N,Y,6148479008,{80BA7AB4-1DE8-45BC-9D17-0F2BA1A3B1D7},,,,,,,
1827584.95930889,717150.086561725,20416607,1238740,1 NATIONWIDE PLZ,Nationwide Bank,Office - Bank,,N,Y,6142496226,{AAC72C60-B069-4A32-BDB4-18EDAC8014F5},www.nationwide.com,,,,,,
1828022.46565172,714978.331718892,20416608,922855,1 S HIGH ST,Radcliffe Catering,Retail - Commercial/Retail,,N,Y,614-483-2649,{24A3197F-1D98-4CA6-86FD-C45D4B7BC5BA},radcliffecatering.com,,,,,,
1827452.81882514,717622.318884984,20416609,1311172,10 W NATIONWIDE BLVD,Learning Circle Education Services,Office - Non-Profit,,N,Y,6146778631,{AF905D2D-361E-4DB7-A13B-44111DA0CFA9},www.learningcircle.org,,,,,,
1824667.54978938,737724.920083895,20416610,1259925,10 E WEBER RD Unit 201,Burkholder Flint Assoc,Retail - Services,,N,Y,6142282425,{B20142EC-0CB9-46F2-B276-150AB13C82AC},,,,,,,
1829018.0348548,715393.93357797,20416611,1304064,100 E BROAD ST Unit 150,Lexi's On Third,Retail - Restaurant,,N,Y,6142295394,{55E7F9CB-EB83-4BFD-93B8-DBF604ACFE88},,,,,,,
1792237.8918798,712455.563798562,20416612,608383,100 N MURRAY HILL RD,Westland Pharmacy,Medical - Other,,N,Y,614-853-9000,{C6B58103-CB85-4E3C-BA60-D00E513D3891},,,,,,,
1869677.29179072,719749.098424062,20416613,873586,100 NOE BIXBY RD,Maryhaven Inc Womens Extended Care Program,Office - Non-Profit,,Y,Y,6148922454,{D4FB274F-C347-438F-83AC-94A234EAA3B2},www.rehabcenter.net,,,,,,
1826182.49984348,723128.250130311,20416614,947941,100 W 3RD AVE,Ohiohealth Mammography Service,Medical - Other,,N,Y,6145661111,{3C52EBB3-1A3C-45C6-84D3-567094F8156A},,,,,,,
1834111.80386671,726211.08582814,20416615,264038,1000 BONHAM AVE,Urban Concern,Office - Non-Profit,,N,Y,6142910885,{875F408A-AFCC-4182-819A-532CE33928B6},urbanconcern.org,,,,,,
1830585.95593156,707627.143993482,20416616,1035985,1069 JAEGER ST,Schiller Community Center,Public Places - Community/Recreation Center,COC,Y,Y,,{06CA5954-97B5-4DFB-8198-60CB18326717},https://www.columbus.gov/recreationandparks/recreation-centers/All-Community-Centers/,,,,,,
1819956.3856553,719735.429160058,20416617,1444042,1000 GOODALE BLVD,Krema Nut Co,Retail - Specialty Food,,N,Y,44529205,{48B70D70-73AB-4FDF-AB9D-418FA83572E9},,,,,,,
1831630.03684863,766007.055448636,20416618,704437,1001 SCHROCK RD,Anchor Home Health Care,Medical - Other,,N,Y,6145057044,{DF616736-3815-4C82-904D-BEC0A1EBB04E},,,,,,,
1837396.55090614,728926.858283728,20416619,447443,1500 E 17TH AVE,St Stephens Health Center WIC Clinic,Medical - Women's Health,,N,Y,614-645-2700,{F9A037BD-C0F8-4906-8CE5-9EF4870BFF2A},http://www.wicprograms.org/li/st_stephens_health_center_43219,Y,Y,,,,
1837305.20463213,728935.61384365,20416620,447443,1500 E 17TH AVE,Primary One Health,Medical - Physician,,N,Y,614-645-2700,{5CC90048-8B27-44FB-A9A1-6B218B1A4CFD},https://www.primaryonehealth.org/locations/,Y,Y,Y,,,
1809204.35925914,684341.563924313,20416621,1355431,4191 KELNOR DR,OhioHealth Obstetrics & Gynecology Physicians,Medical - Physician,,N,Y,614-533-6900,{1B7E0708-DB51-4305-A4CE-34539C51C396},,Y,,,,,
1865125.3504353,712750.841751307,20416622,1361588,4850 E MAIN ST,Grant Family Practice East,Medical - Physician,,N,Y,614-566-0950,{0EF966E1-1896-49FD-828F-48E8319844FF},,Y,Y,Y,,,
1843338.63580672,770696.303287983,20416623,1113389,500 S CLEVELAND AVE,St Anns OB/GYN Clinic,Medical - Clinic,,N,Y,614-898-4055,{F4F97464-AFA6-44EE-93C0-1B6ED7C98943},,,,,,,
1789697.36251205,711742.276183143,20416624,1466998,5100 W BROAD ST,West Broad Anesthesia Inc,Medical - Physician,,N,Y,6145441050,{5AE1BEE7-CB4A-48DC-A629-DE8BACFCD581},,,,,,,
1789656.53450972,711773.361750901,20416625,1466998,5100 W BROAD ST,Emergency Medicine Physicians,Medical - Physician,,N,Y,614-554-3605,{5B160C30-F69F-430B-974B-32830AAAF4C3},,,,,,,
1789496.03745539,712198.915361732,20416626,1585590,5131 W BEACON HILL RD,Surgery & Gynecology Inc,Medical - Physician,,N,Y,614-294-1603,{5E96A64B-F34F-4340-B7EE-C52C2B88DFD9},https://doctor.webmd.com/practice/surgery-gynecology-inc-693f29c9-4703-e211-a42b-001f29e3eb44-overview,Y,,,,,
1786128.39294396,727414.389851972,20416627,423022,5300 NIKE DR,OhioHealth Obstetrics & Gynecology Physicians,Medical - Physician,,N,Y,614-533-6810,{F62DD6F0-0926-423F-91FD-9122B511EECE},,Y,,,,,
1819096.41198155,723343.753964394,20416628,426423,1030 W 3RD AVE,Budget Truck Rental,Retail - Commercial/Retail,,N,Y,6142999941,{C72AC512-E960-4B4F-A97A-24C7C334B958},,,,,,,
1829002.59262846,707269.086638734,20416629,540780,1036 S FRONT ST,WWCD 102.5,Office - Corporate,,N,Y,6142219923,{61CDE81B-C038-44E9-8738-D0E42E0AF5F4},,,,,,,
1832759.93222664,765880.72728923,20416630,620731,1105 SCHROCK RD,Wendy's,Retail - Restaurant,,N,Y,6147854660,{A9984570-432C-4D95-B54C-74BCF77BBF3B},,,,,,,
1829537.21327838,713825.627331391,20416631,447137,111 E TOWN ST,Travelers Grill,Retail - Restaurant,,N,Y,6144641128,{C8DDF119-F94F-4AEC-BBAA-E9C091981F67},,,,,,,
1826961.35491306,717334.524184972,20416632,1316067,111 W NATIONWIDE BLVD,Sandman's Cheesesteak,Retail - Restaurant,,N,Y,6149295066,{190BE039-76DB-4FCE-B84A-CA8D031A3CED},,,,,,,
1831416.96050313,779919.175918311,20416633,302400,1177 POLARIS PKWY,Starbucks,Retail - Restaurant,,N,Y,6144302440,{7B1FA249-A477-4A14-A989-25F25DBE4789},,,,,,,
1832564.48412672,750641.144251391,20416634,1173771,1265 MORSE RD,El Ranchero Kitchen,Retail - Restaurant,,N,Y,6149148636,{037CAABF-964B-417E-9F00-CAA93EA50E21},,,,,,,
1832606.20681231,750679.621864721,20416635,1173771,1265 MORSE RD,Momo Ghar Ohio,Retail - Restaurant,,N,Y,6142614591,{AA2484A5-BEC4-49FF-86A6-653864DECF99},,,,,,,
1832650.37437488,750677.794112474,20416636,1173771,1265 MORSE RD,Panaderia Mi Pueblo,Retail - Restaurant,,N,Y,6144478242,{283F6B38-8CA0-4271-A875-F55E1E5D6F0C},,,,,,,
1817523.34163688,703478.474141225,20416637,1400491,1275 BROWN RD,Breakfast Barn,Retail - Restaurant,,N,Y,6143080173,{4FD7C660-A067-4943-9C5F-41ECCF067A3E},,,,,,,
1813661.44450505,703153.139161974,20416638,1236379,1414 HARRISBURG PIKE,Long John Silver's,Retail - Restaurant,,N,Y,,{221468A6-E9B7-491C-880D-DD7DC2FF07D6},,,,,,,
1816152.90343289,726327.436973393,20416639,649057,1375 CHAMBERS RD,Starbucks,Retail - Restaurant,,N,Y,6144881116,{F248B39D-B15A-47CF-91EA-11245D7D85C0},,,,,,,
1847639.66493431,727881.919100642,20416640,521304,1375 N CASSADY AVE,River City Grille,Retail - Restaurant,,N,Y,6144757551,{A7D9F638-0313-42E6-A898-1F8E945377F6},,,,,,,
1838881.67884138,719384.400662646,20416641,260851,1494 MT VERNON AVE,Amina's Fish,Retail - Restaurant,,Y,Y,6142585010,{D11289F0-3FE6-4716-A764-7924AAD1853A},,,,,,,
1827850.80753048,710574.022286057,20416642,1270893,150 W SYCAMORE ST,Starbucks,Retail - Restaurant,,N,Y,6143407979,{01B8945F-B042-4862-925A-D20791616B61},,,,,,,
1833528.71710639,781580.263803482,20416643,312313,1500 POLARIS PKWY Unit 1214,Subway,Retail - Restaurant,,N,Y,6144309453,{8C369902-7D48-4F3C-BD51-93B291E7F9A8},,,,,,,
1833505.93106273,781637.358833641,20416644,1322908,1500 POLARIS PKWY,Starbucks,Retail - Restaurant,,N,Y,6148468684,{7BB2E407-5465-4CD7-9361-6C96CC2974B8},,,,,,,
1834174.02913597,782066.324839219,20416645,1205882,1500 POLARIS PKWY Unit FC4,Chick-fil-A,Retail - Restaurant,,N,Y,614-438-5845,{629E8DF9-4877-4870-9E07-3092C39D1F17},,,,,,,
1833943.86391389,781607.023920566,20416646,312306,1500 POLARIS PKWY Unit 220,Molly Woo's Asian Bistro,Retail - Restaurant,,N,Y,6149859667,{0077CBFB-115D-4829-9F25-ADE33E8E4F5B},,,,,,,
1833775.28813556,781923.705373809,20416647,312357,1500 POLARIS PKWY Unit 2066,Starbucks,Retail - Restaurant,,N,Y,6148468684,{E5F5BB02-BEA1-4D25-96A4-8C96ED73FE1E},,,,,,,
1825394.2074568,724365.504873648,20416648,158341,184 W 5TH AVE,Junior's Tacos,Retail - Restaurant,,N,Y,6147437603,{1278CB0D-AC3F-4B1F-B343-9DB661E85AEF},,,,,,,
1828961.67834023,729898.902927563,20416649,1236776,1950 N 4TH ST Unit H,King's Pizza,Retail - Restaurant,,N,Y,6142989000,{3A5E446A-5596-4814-8AA8-1D0D9699D17C},,,,,,,
1826059.76846164,730414.572171807,20416650,190300,2060 N HIGH ST,Mili Cafe Two,Retail - Restaurant,,N,Y,6142915853,{E4FE0CC8-F36C-4C80-AA7E-88B86FA350CA},,,,,,,
1829898.05442022,714637.96757023,20416651,599980,214 E STATE ST,Caffe Illyria,Retail - Restaurant,,N,Y,6142273330,{B28D4827-AFAA-471E-BD51-2F9E93C89D59},,,,,,,
1807751.67581281,756352.287028566,20416652,1324232,2160 WEST CASE RD,Jack-Benny's Barnstormer Diner,Retail - Restaurant,,N,Y,6142925699,{59ED620E-C658-467C-BC37-0799F280D1C7},,,,,,,
1824344.38245672,731264.380839646,20416653,469088,2187 NEIL AVE,Subway,Retail - Restaurant,,N,Y,6142943799,{053FDFFE-C4A0-4EC5-9AC7-57BBEF5345A7},,,,,,,
1830044.75852314,717100.537120149,20416654,684199,222 NEILSTON ST,Buccelli's Holdings Llc,Office - Corporate,,N,Y,6142240300,{53FE4085-78C4-40A7-9F3F-82979AA5234B},,,,,,,
1830038.35663305,717099.377673641,20416655,684199,222 NEILSTON ST,Escape Enterprises Ltd,Office - Corporate,,N,Y,6142240300,{F6F5870B-1D3B-4F93-AF86-3CED71EEE77E},,,,,,,
1830041.6528863,717105.199184313,20416656,684199,222 NEILSTON ST,M TV Mgmt Co Inc Dbz Hoggy,Retail - Services,,N,Y,6144534647,{91B5AE84-3121-4514-84C5-84C3B2F90760},,,,,,,
1824846.0156398,725298.480041817,20416657,232147,237 KING AVE,Mexpress Taqueria,Retail - Restaurant,,N,Y,614-377-4102,{7EA00C1C-F7E3-4E95-98C4-D421A861DE35},,,,,,,
1822496.99015413,732740.809317231,20416658,546011,2400 OLENTANGY RIVER RD,Oxley's Restaurant,Retail - Restaurant,,N,Y,6142923238,{F7595E4B-A3D6-4E28-9B84-034583A4D3BF},,,,,,,
1825143.65612064,734580.844679147,20416659,640559,2619 N HIGH ST,Ray Ray's Hog Pit,Retail - Restaurant,,N,Y,6147531191,{6559A8E9-A6D5-42BF-859F-C6E58C62A78F},,,,,,,
1825731.49615231,716741.249452889,20416660,1316388,262 NEIL AVE,Dale's Deli,Retail - Restaurant,,N,Y,6142215558,{6AE08D7B-D853-48D8-BCDE-F572F2D06C35},,,,,,,
1807592.32967481,708608.991111144,20416661,681524,2800 SULLIVANT AVE,Subway,Retail - Restaurant,,N,Y,6148241530,{54667D30-9F3F-4FFC-8318-D84B2C01D55D},,,,,,,
1846813.48285964,728773.831686899,20416662,764690,2886 AIRPORT DR,Flight,Retail - Restaurant,,N,Y,6145360500,{09BA1DC4-DE26-4EAB-A861-E40068B54452},,,,,,,
1828605.34735997,712738.637707472,20416663,623723,310 S HIGH ST,High Street Grill,Retail - Restaurant,,N,Y,6142283800,{B1B6D73E-BEFA-4FC9-B8F0-D08A2122898B},,,,,,,
1852351.51640297,721732.95534873,20416664,581604,3350 ALLEGHENY AVE,La Glory's Cafe,Retail - Restaurant,,N,Y,6142375844,{C0434AA4-B8A1-4CC8-887A-D055EC4B8401},,,,,,,
1823612.63129555,740480.035636649,20416665,539986,3417 N HIGH ST,Starbucks,Retail - Restaurant,,N,Y,6142631766,{0E1F8DF0-4BDB-438B-B58B-C410F5524CD0},,,,,,,
1854113.97022714,699141.70427148,20416666,461583,3480 REFUGEE RD,Lending Cafe,Retail - Restaurant,,N,Y,6142362662,{A2E6A014-80B0-4922-BE3B-509A2994BACE},,,,,,,
1828189.57030439,717009.792550981,20416667,629059,35 E CHESTNUT ST,Roger's Cafe,Retail - Restaurant,,N,Y,6142244455,{A526CF1E-3C49-4DEA-BED8-80E32A8685B7},,,,,,,
1827927.23880805,717797.09150131,20416668,683413,350 N HIGH ST,Market Stand Cafe,Retail - Restaurant,,N,Y,6142803082,{13DDDF29-4DFA-4008-9F63-F90203F2F53D},,,,,,,
1819275.42015372,740389.685095564,20416669,623787,3535 OLENTANGY RIVER RD,Subway,Retail - Restaurant,,N,Y,6145665000,{ACB6A01A-1868-4D15-8CE3-5C3FAE18E23A},,,,,,,
1839147.19996388,743383.513753563,20416670,1460464,3561 CLEVELAND AVE,Long John Silver's,Retail - Restaurant,,N,Y,6142688173,{9ABEB226-F4D3-498C-8DDC-BE1F9B857A58},,,,,,,
1800368.46157664,719179.382043809,20416671,428503,3600 INTERCHANGE RD,Wendy's ,Retail - Restaurant,,Y,Y,6143089672,{39FBD28E-44DB-4721-9BD2-85769C503A54},,,,,,,
1818897.56592256,739974.239732221,20416672,623787,3535 OLENTANGY RIVER RD,Starbucks,Retail - Restaurant,,N,Y,6145664293,{AC2EAA28-41E2-4E1A-A4C8-8B8DCA9188A2},,,,,,,
1804380.19141406,764792.976840064,20416673,923207,3670   W DUBLIN-GRANVILLE RD,Trattoria,Retail - Restaurant,,N,Y,6147605556,{2F03B4F8-B403-4D36-B9F2-DF311D82651E},,,,,,,
1827776.58983114,714929.276370808,20416674,680952,37 W BROAD ST,Danny's Deli & Restaurant,Retail - Restaurant,,N,Y,6144697040,{F21970F1-49FC-4094-A147-3153B7311774},,,,,,,
1799495.23103964,721317.393187732,20416675,565902,3749 TWIN CREEKS DR,Subway,Retail - Restaurant,,N,Y,6143517956,{6A5A4299-3947-4BC0-8DFD-5DD6AD0FF024},,,,,,,
1828153.59071755,714708.504830733,20416676,691297,41 S HIGH ST,Zoup!,Retail - Restaurant,,N,Y,6144057800,{F7CD6AE6-AC1A-46F4-9DDC-B72AE514E533},,,,,,,
1853897.36632964,749422.817947894,20416677,1327362,4100 EASTON GATEWAY DR,Gastropub,Retail - Restaurant,,N,Y,6145360570,{E116B94E-9E92-475D-B2E7-C9A5E62CB82F},,,,,,,
1822889.91817406,729925.867440566,20416678,1298252,411 WOODY HAYES DR,Tim Hortons,Retail - Restaurant,,N,Y,6142926446,{866BB2D0-A489-4F60-87FF-DCF0A38C81BF},,,,,,,
1796675.39120689,710445.879497722,20416679,1549498,4205 SHOPPERS LN,Loco Sweets,Retail - Restaurant,,N,Y,6146747152,{A48A34AA-3E49-4007-B286-D2D19EA417D6},,,,,,,
1823256.48272964,727009.52583231,20416680,628613,450 W 10TH AVE,Wendy's,Retail - Restaurant,,N,Y,6142934348,{A6716E25-7866-4755-AAA8-E73F5664B24B},,,,,,,
